,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,value,transfers_balance,selected,transfers_in,transfers_out
2982,186,69,3,2,True,2024-05-20T15:00:00Z,0,3,9,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,74,13,7174,124,111
2983,186,77,10,2,False,2024-05-26T15:00:00Z,2,1,10,83,0,0,0,1,0,0,0,0,0,0,0,0.000000,73,-250,6807,31,281
2984,186,91,15,2,False,2024-06-02T15:00:00Z,1,2,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,73,-197,6737,31,228
2985,186,94,6,2,True,2024-06-27T19:15:00Z,2,1,12,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,73,24,6780,126,102
2986,186,106,9,2,False,2024-07-07T15:00:00Z,3,0,13,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,73,-141,6624,16,157
2987,186,111,14,5,True,2024-07-13T15:00:00Z,3,1,14,90,0,1,0,1,0,0,0,0,0,0,0,0.000000,73,-52,6570,60,112
2988,186,127,13,5,True,2024-07-28T15:00:00Z,2,2,16,90,0,1,0,2,0,0,0,0,0,0,0,0.000000,73,-6,6597,84,90
2989,186,135,7,2,False,2024-08-04T15:00:00Z,2,1,17,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,73,23,6615,81,58
2990,186,141,9,2,True,2024-08-11T17:15:00Z,1,2,18,67,0,0,0,1,0,0,0,0,0,0,0,0.000000,73,-13,6605,69,82
2991,186,152,14,1,False,2024-08-17T16:00:00Z,3,2,19,21,0,0,0,2,0,0,0,0,0,0,0,0.000000,73,1630,9388,1811,181
2992,186,124,11,2,False,2024-08-21T17:00:00Z,4,0,19,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,73,1630,9388,1811,181
2993,186,156,15,2,True,2024-08-25T12:30:00Z,0,1,20,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,73,-624,7581,21,645
2994,186,164,6,2,False,2024-08-30T17:00:00Z,2,0,21,77,0,0,0,1,0,0,0,0,0,0,0,0.000000,73,-562,7028,21,583
2995,186,171,11,1,True,2024-09-15T17:15:00Z,1,1,22,11,0,0,0,0,0,0,0,0,0,0,0,0.000000,72,-400,6423,7,407
2996,186,179,4,1,False,2024-09-21T16:00:00Z,5,0,23,16,0,0,0,1,0,0,0,0,0,0,0,0.000000,72,-262,6391,3,265
2997,186,187,16,2,True,2024-09-29T15:00:00Z,1,4,24,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,71,-224,6170,3,227
2998,186,193,3,0,False,2024-10-20T17:15:00Z,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,71,-141,6031,7,148
2999,186,205,10,1,True,2024-10-27T16:00:00Z,3,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0.000000,71,-75,5957,5,80
3000,186,211,5,1,True,2024-11-03T16:00:00Z,0,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0.000000,71,-56,5905,3,59
3001,186,218,2,0,False,2024-11-09T17:00:00Z,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,70,-63,5840,0,63
3002,186,227,12,1,True,2024-11-23T16:00:00Z,0,3,29,45,0,0,0,2,0,0,0,0,0,0,0,0.000000,70,-57,5772,2,59
3003,186,233,1,2,False,2024-12-01T16:00:00Z,5,2,30,89,0,0,0,5,0,0,0,0,0,0,0,0.000000,70,-37,5720,2,39
3004,499,150,16,0,True,2024-08-18T17:15:00Z,2,1,19,25,0,0,0,1,0,0,1,0,0,0,0,0.000000,70,271,385,278,7
3005,499,124,8,4,True,2024-08-21T17:00:00Z,4,0,19,20,0,1,0,0,0,0,0,0,0,0,0,0.000000,70,271,385,278,7
3006,499,158,10,7,False,2024-08-25T17:15:00Z,1,3,20,29,0,2,0,0,0,0,0,0,0,0,0,0.000000,70,89,359,142,53
3007,499,166,9,4,True,2024-09-01T15:00:00Z,2,1,21,45,0,1,0,0,0,0,0,0,0,0,0,0.000000,70,-1,357,47,48
3008,499,171,8,1,False,2024-09-15T17:15:00Z,1,1,22,51,0,0,0,0,0,0,0,0,0,0,0,0.000000,70,32,348,74,42
3009,499,182,5,14,True,2024-09-22T15:00:00Z,4,0,23,86,1,1,1,0,0,0,0,0,0,3,0,0.000000,70,71,462,100,29
3010,499,190,12,3,False,2024-09-29T17:15:00Z,0,1,24,75,0,0,1,0,0,0,0,0,0,0,0,0.000000,71,572,1056,589,17
3011,499,198,2,0,True,2024-10-20T12:30:00Z,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,71,-97,933,54,151
3012,499,201,1,2,False,2024-10-28T18:00:00Z,2,3,26,66,0,0,0,2,0,0,0,0,0,0,0,0.000000,69,-189,745,1,190
3013,499,214,14,3,True,2024-11-03T18:15:00Z,1,0,27,61,0,0,1,0,0,0,0,0,0,0,0,0.000000,69,-22,731,45,67
3014,499,219,4,3,False,2024-11-10T16:00:00Z,0,2,28,83,0,0,1,0,0,0,0,0,0,0,0,0.000000,69,-26,704,12,38
3015,499,230,13,3,True,2024-11-23T16:00:00Z,1,1,29,67,0,0,1,0,0,0,0,0,0,0,0,0.000000,68,-16,691,32,48
3016,499,237,7,3,False,2024-12-01T16:00:00Z,0,4,30,85,0,0,1,0,0,0,0,0,0,0,0,0.000000,67,-56,605,15,71
3017,140,8,4,1,True,2024-04-02T17:00:00Z,1,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,0,131,0,0
3018,140,10,7,1,False,2024-04-07T12:30:00Z,1,1,2,55,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,-5,143,5,10
3019,140,23,14,1,True,2024-04-16T17:00:00Z,1,3,3,30,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,-9,132,1,10
3020,140,31,13,0,False,2024-04-21T15:00:00Z,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-18,120,0,18
3021,140,36,2,1,True,2024-04-28T15:00:00Z,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-17,103,0,17
3022,140,44,5,0,False,2024-05-05T15:00:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-3,99,3,6
3023,140,53,3,1,True,2024-05-12T15:00:00Z,1,4,7,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-3,97,3,6
3024,140,63,11,2,False,2024-05-16T16:00:00Z,1,3,8,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-14,83,0,14
3025,140,67,10,5,True,2024-05-20T15:00:00Z,0,0,9,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,43,8,92,12,4
3026,140,74,1,1,False,2024-05-24T17:00:00Z,2,2,10,80,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-1,89,2,3
3027,140,88,12,1,True,2024-06-02T15:00:00Z,3,3,11,59,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,7,98,10,3
3028,140,94,8,1,False,2024-06-27T19:15:00Z,2,1,12,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-2,96,1,3
3029,140,104,16,1,True,2024-07-07T15:00:00Z,1,2,13,87,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-3,93,0,3
3030,140,116,15,1,False,2024-07-13T20:00:00Z,1,2,14,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,4,96,4,0
3031,140,123,9,1,False,2024-07-20T18:15:00Z,2,3,15,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-5,91,1,6
3032,140,126,1,1,True,2024-07-27T14:00:00Z,1,1,16,23,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-3,89,0,3
3033,140,133,3,6,False,2024-08-04T15:00:00Z,0,0,17,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,0,89,0,0
3034,140,140,11,6,True,2024-08-11T15:00:00Z,1,0,18,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,-1,88,2,3
3035,140,148,15,6,True,2024-08-18T15:00:00Z,0,1,19,74,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,2,105,5,3
3036,140,164,8,6,True,2024-08-30T17:00:00Z,2,0,21,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,43,141,54,11
3037,140,176,16,2,False,2024-09-14T14:00:00Z,1,0,22,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,131,676,150,19
3038,140,154,2,6,False,2024-09-18T17:00:00Z,2,0,22,63,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,131,676,150,19
3039,140,180,9,6,True,2024-09-23T17:00:00Z,1,1,23,74,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,31,302,45,14
3040,140,189,10,1,False,2024-09-29T15:00:00Z,1,3,24,26,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,36,341,42,6
3041,140,195,5,6,True,2024-10-20T15:00:00Z,0,0,25,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,18,362,25,7
3042,140,206,12,0,False,2024-10-27T16:00:00Z,2,1,26,27,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,20,379,27,7
3043,140,210,13,1,True,2024-11-03T16:00:00Z,1,2,27,14,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-4,370,6,10
3044,140,224,14,1,False,2024-11-10T16:00:00Z,1,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-20,347,4,24
3045,140,226,7,1,True,2024-11-23T16:00:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-8,338,5,13
3046,140,235,4,6,False,2024-12-01T16:00:00Z,0,2,30,71,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,-4,326,6,10
3047,432,6,2,1,True,2024-04-01T15:00:00Z,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,0,36,0,0
3048,432,21,5,0,True,2024-04-14T15:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,0,41,1,1
3049,432,29,7,1,False,2024-04-21T15:00:00Z,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-3,39,0,3
3050,432,40,13,1,True,2024-04-28T15:00:00Z,0,3,5,50,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,0,41,0,0
3051,432,49,16,1,False,2024-05-05T17:15:00Z,2,1,6,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,0,41,0,0
3052,432,56,10,1,True,2024-05-12T15:00:00Z,4,0,7,39,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,1,42,2,1
3053,432,58,1,0,False,2024-05-16T16:00:00Z,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,0,44,1,1
3054,432,73,11,0,True,2024-05-20T17:15:00Z,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,0,44,0,0
3055,432,75,3,0,False,2024-05-25T16:00:00Z,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,0,45,1,1
3056,432,83,3,6,True,2024-05-29T17:00:00Z,3,0,10,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,0,45,1,1
3057,432,91,8,6,True,2024-06-02T15:00:00Z,1,2,11,90,1,0,0,2,0,0,1,0,0,0,0,0.000000,45,3,47,5,2
3058,432,98,9,1,True,2024-06-28T19:15:00Z,0,2,12,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,38,94,39,1
3059,432,100,12,2,False,2024-07-03T17:00:00Z,1,2,12,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,38,94,39,1
3060,432,102,4,7,False,2024-07-07T15:00:00Z,0,0,13,90,0,0,1,0,0,0,1,0,0,2,0,0.000000,45,0,94,3,3
3061,432,116,6,1,True,2024-07-13T20:00:00Z,1,2,14,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,6,100,6,0
3062,432,119,14,6,False,2024-07-21T12:30:00Z,0,1,15,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,-3,95,1,4
3063,432,130,7,6,True,2024-07-28T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,5,103,12,7
3064,432,136,11,2,False,2024-08-04T17:15:00Z,1,0,17,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,12,116,13,1
3065,432,148,6,8,False,2024-08-18T15:00:00Z,0,1,19,90,0,0,1,0,0,0,0,0,0,2,0,0.000000,45,8,119,10,2
3066,432,156,8,7,False,2024-08-25T12:30:00Z,0,1,20,90,0,0,1,0,0,0,0,0,0,1,0,0.000000,45,49,173,56,7
3067,432,168,16,1,True,2024-09-01T15:00:00Z,2,2,21,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,43,218,48,5
3068,432,173,10,2,False,2024-09-15T12:30:00Z,1,0,22,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,36,266,49,13
3069,432,184,12,6,True,2024-09-22T15:00:00Z,3,0,23,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,7,265,16,9
3070,432,188,9,0,False,2024-09-28T12:00:00Z,5,3,24,90,0,0,0,5,0,0,0,0,0,0,0,0.000000,45,-2,260,7,9
3071,432,199,1,8,True,2024-10-19T16:00:00Z,0,0,25,90,0,0,1,0,0,0,0,0,0,2,0,0.000000,45,-7,252,3,10
3072,432,202,2,-1,False,2024-10-27T18:15:00Z,4,0,26,90,0,0,0,4,0,0,1,0,0,0,0,0.000000,45,30,285,33,3
3073,432,215,4,1,True,2024-11-03T16:00:00Z,3,3,27,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,45,24,310,27,3
3074,432,220,5,1,False,2024-11-10T16:00:00Z,2,0,28,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,19,325,26,7
3075,432,231,14,6,True,2024-11-23T16:00:00Z,2,0,29,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,7,330,17,10
3076,432,239,13,1,False,2024-12-01T16:00:00Z,2,1,30,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,1,323,10,9
3077,268,5,12,6,True,2024-04-01T15:00:00Z,2,0,1,81,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,0,358,0,0
3078,268,14,14,2,False,2024-04-07T15:00:00Z,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,30,506,39,9
3079,268,20,4,6,True,2024-04-14T15:00:00Z,1,0,3,84,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,3,531,11,8
3080,268,28,5,1,False,2024-04-21T15:00:00Z,1,3,4,84,0,0,0,1,0,0,1,0,0,0,0,0.000000,45,65,618,77,12
3081,268,34,1,0,True,2024-04-27T16:00:00Z,1,3,5,55,0,0,0,3,0,0,0,0,0,0,0,0.000000,45,-6,614,11,17
3082,268,42,2,0,False,2024-05-04T16:00:00Z,3,0,6,45,0,0,0,1,0,0,1,0,0,0,0,0.000000,45,-28,585,2,30
3083,268,50,9,1,False,2024-05-11T16:00:00Z,2,2,7,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,-20,564,2,22
3084,268,63,6,1,True,2024-05-16T16:00:00Z,1,3,8,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,45,9,578,15,6
3085,268,73,15,1,False,2024-05-20T17:15:00Z,3,2,9,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-15,562,5,20
3086,268,78,7,2,True,2024-05-26T15:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,-9,559,3,12
3087,268,92,3,2,True,2024-06-02T17:15:00Z,1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,-8,554,4,12
3088,268,99,16,0,False,2024-06-30T13:00:00Z,4,2,12,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,45,-4,552,2,6
3089,268,107,10,6,True,2024-07-07T17:15:00Z,2,1,13,63,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,5,557,9,4
3090,268,109,13,-1,False,2024-07-12T17:00:00Z,4,1,14,90,0,0,0,4,0,0,1,0,0,0,0,0.000000,45,-9,550,3,12
3091,268,125,3,1,False,2024-07-27T16:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,-2,540,2,4
3092,268,136,15,0,True,2024-08-04T17:15:00Z,1,0,17,58,0,0,0,0,0,0,1,0,0,0,0,0.000000,45,-1,538,3,4
3093,268,140,6,0,False,2024-08-11T15:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-18,520,1,19
3094,268,150,16,10,True,2024-08-18T17:15:00Z,2,1,19,90,1,0,0,1,0,0,1,0,0,3,0,0.000000,45,67,623,77,10
3095,268,124,8,5,True,2024-08-21T17:00:00Z,4,0,19,79,0,0,1,0,0,0,1,0,0,0,0,0.000000,45,67,623,77,10
3096,268,158,10,0,False,2024-08-25T17:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,35,623,67,32
3097,268,166,9,2,True,2024-09-01T15:00:00Z,2,1,21,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,-3,620,18,21
3098,268,171,8,2,False,2024-09-15T17:15:00Z,1,1,22,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,26,635,32,6
3099,268,182,5,6,True,2024-09-22T15:00:00Z,4,0,23,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,24,676,35,11
3100,268,190,12,6,False,2024-09-29T17:15:00Z,0,1,24,75,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,-2,672,10,12
3101,268,198,2,3,True,2024-10-20T12:30:00Z,1,2,25,90,0,1,0,2,0,0,1,0,0,0,0,0.000000,45,3,675,11,8
3102,268,201,1,0,False,2024-10-28T18:00:00Z,2,3,26,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,45,2,678,5,3
3103,268,214,14,0,True,2024-11-03T18:15:00Z,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-39,636,3,42
3104,268,219,4,6,False,2024-11-10T16:00:00Z,0,2,28,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,9,652,13,4
3105,268,230,13,2,True,2024-11-23T16:00:00Z,1,1,29,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,36,696,40,4
3106,268,237,7,12,False,2024-12-01T16:00:00Z,0,4,30,90,0,2,1,0,0,0,0,0,0,0,0,0.000000,45,18,706,21,3
3107,246,1,5,1,True,2024-03-31T16:00:00Z,1,2,1,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,70,0,1612,0,0
3108,246,13,13,3,False,2024-04-07T15:00:00Z,0,1,2,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,70,-79,1603,36,115
3109,246,19,12,2,True,2024-04-14T15:00:00Z,2,2,3,68,0,0,0,2,0,0,0,0,0,0,0,0.000000,70,239,1913,285,46
3110,246,25,9,5,False,2024-04-17T16:00:00Z,1,2,3,82,0,1,0,1,0,0,0,0,0,0,0,0.000000,70,239,1913,285,46
3111,246,27,2,2,False,2024-04-21T15:00:00Z,2,0,4,62,0,0,0,1,0,0,0,0,0,0,0,0.000000,70,-317,1537,14,331
3112,246,41,16,6,True,2024-04-28T17:15:00Z,3,3,5,7,1,0,0,2,0,0,0,0,0,0,0,0.000000,70,-134,1405,7,141
3113,246,46,3,2,True,2024-05-05T15:00:00Z,0,2,6,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,70,-72,1336,19,91
3114,246,56,15,2,False,2024-05-12T15:00:00Z,4,0,7,80,0,0,0,4,0,0,0,0,0,0,0,0.000000,69,-42,1295,9,51
3115,246,62,9,2,True,2024-05-16T16:00:00Z,0,4,8,78,0,0,0,3,0,0,0,0,0,0,0,0.000000,69,-78,1217,1,79
3116,246,67,6,3,False,2024-05-20T15:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,69,-66,1154,0,66
3117,246,77,8,3,True,2024-05-26T15:00:00Z,2,1,10,88,0,0,1,0,0,0,0,0,0,0,0,0.000000,68,-49,1083,0,49
3118,246,90,14,2,False,2024-06-02T15:00:00Z,1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,68,-22,1083,1,23
3119,246,96,7,9,True,2024-06-28T17:00:00Z,1,1,12,90,1,0,0,1,0,0,0,0,0,2,0,0.000000,68,-12,1072,3,15
3120,246,107,11,7,False,2024-07-07T17:15:00Z,2,1,13,90,1,0,0,2,0,0,0,0,0,0,0,0.000000,68,7,1080,17,10
3121,246,112,4,7,True,2024-07-13T15:00:00Z,1,2,14,90,1,0,0,2,0,0,0,0,0,0,0,0.000000,68,56,1147,68,12
3122,246,117,1,2,False,2024-07-19T17:00:00Z,3,1,15,82,0,0,0,3,0,0,0,0,0,0,0,0.000000,68,126,1287,141,15
3123,246,128,14,5,True,2024-07-28T15:00:00Z,2,0,16,70,0,1,1,0,0,0,1,0,0,0,0,0.000000,68,40,1327,82,42
3124,246,142,13,9,True,2024-08-11T15:00:00Z,1,1,18,90,1,0,0,1,0,0,0,0,0,2,0,0.000000,68,26,1288,42,16
3125,246,147,4,2,False,2024-08-18T15:00:00Z,1,0,19,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,68,229,1653,283,54
3126,246,158,11,2,True,2024-08-25T17:15:00Z,1,3,20,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,68,-42,1474,33,75
3127,246,162,3,1,False,2024-08-31T16:00:00Z,2,0,21,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,68,-68,1414,15,83
3128,246,173,15,1,True,2024-09-15T12:30:00Z,1,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0.000000,68,-62,1318,13,75
3129,246,181,7,0,False,2024-09-22T15:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,68,-37,1318,10,47
3130,246,189,6,0,True,2024-09-29T15:00:00Z,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,68,-77,1238,3,80
3131,246,200,16,0,False,2024-10-20T15:00:00Z,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,68,-85,1154,0,85
3132,246,205,8,1,False,2024-10-27T16:00:00Z,3,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0.000000,67,-21,1134,0,21
3133,246,213,2,2,True,2024-11-03T16:00:00Z,0,3,27,61,0,0,0,3,0,0,0,0,0,0,0,0.000000,67,-9,1126,0,9
3134,246,222,12,1,False,2024-11-10T16:00:00Z,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0.000000,67,-3,1121,2,5
3135,246,229,1,2,True,2024-11-23T16:00:00Z,0,2,29,74,0,0,0,2,0,0,0,0,0,0,0,0.000000,67,-14,1111,1,15
3136,246,236,5,1,False,2024-12-01T16:00:00Z,2,1,30,8,0,0,0,0,0,0,0,0,0,0,0,0.000000,67,-5,1101,0,5
3137,118,1,10,2,False,2024-03-31T16:00:00Z,1,2,1,81,0,0,0,1,0,0,0,0,0,0,0,0.000000,65,0,1849,0,0
3138,118,12,8,1,True,2024-04-07T15:00:00Z,0,2,2,71,0,0,0,2,0,0,1,0,0,0,0,0.000000,65,94,2043,203,109
3139,118,21,15,8,False,2024-04-14T15:00:00Z,0,1,3,90,1,0,1,0,0,0,0,0,0,2,0,0.000000,65,-177,1859,12,189
3140,118,28,11,2,True,2024-04-21T15:00:00Z,1,3,4,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,65,182,2084,313,131
3141,118,38,9,6,False,2024-04-28T15:00:00Z,2,1,5,90,1,0,0,2,0,0,0,0,0,0,0,0.000000,65,-6,2088,130,136
3142,118,44,6,1,True,2024-05-05T15:00:00Z,0,1,6,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,66,2340,4475,2492,152
3143,118,52,4,9,False,2024-05-12T15:00:00Z,2,2,7,90,1,0,0,2,0,0,0,0,0,3,0,0.000000,66,41,4526,272,231
3144,118,61,7,2,True,2024-05-16T16:00:00Z,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,67,525,5075,730,205
3145,118,72,14,2,False,2024-05-20T15:00:00Z,2,0,9,77,0,0,0,2,0,0,0,0,0,0,0,0.000000,67,-79,5002,245,324
3146,118,76,12,1,True,2024-05-26T15:00:00Z,2,1,10,61,0,0,0,1,0,0,1,0,0,0,0,0.000000,67,-481,4100,111,592
3147,118,87,1,2,True,2024-06-02T15:00:00Z,0,1,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,66,-547,4006,34,581
3148,118,103,13,1,True,2024-07-07T15:00:00Z,1,2,13,32,0,0,0,2,0,0,0,0,0,0,0,0.000000,65,-41,3286,107,148
3149,118,115,2,1,False,2024-07-13T17:15:00Z,1,1,14,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,64,-172,3112,9,181
3150,118,121,16,0,True,2024-07-21T15:00:00Z,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-441,2641,7,448
3151,118,129,12,1,False,2024-07-28T15:00:00Z,4,3,16,24,0,0,0,1,0,0,0,0,0,0,0,0.000000,64,-114,2565,59,173
3152,118,132,1,1,False,2024-08-03T16:00:00Z,4,2,17,22,0,0,0,1,0,0,0,0,0,0,0,0.000000,64,-108,2455,18,126
3153,118,139,4,1,True,2024-08-10T14:00:00Z,0,1,18,16,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,311,2782,359,48
3154,118,145,3,2,False,2024-08-14T17:00:00Z,1,0,18,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,64,311,2782,359,48
3155,118,151,13,7,False,2024-08-18T15:00:00Z,2,2,19,90,1,0,0,2,0,0,0,0,0,1,0,0.000000,64,-166,2535,33,199
3156,118,155,3,8,True,2024-08-25T15:00:00Z,1,0,20,90,0,1,1,0,0,0,0,0,0,3,0,0.000000,64,195,2809,281,86
3157,118,165,7,0,False,2024-09-01T15:00:00Z,2,2,21,57,0,0,0,2,0,0,1,0,0,0,0,0.000000,64,181,2991,281,100
3158,118,170,14,1,True,2024-09-15T15:00:00Z,0,0,22,14,0,0,0,0,0,0,0,0,0,0,0,0.000000,65,-168,2701,59,227
3159,118,182,11,1,False,2024-09-22T15:00:00Z,4,0,23,75,0,0,0,3,0,0,1,0,0,0,0,0.000000,65,-142,2681,20,162
3160,118,186,2,0,True,2024-09-28T16:00:00Z,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,65,-274,2410,0,274
3161,118,195,6,2,False,2024-10-20T15:00:00Z,0,0,25,76,0,0,1,0,0,0,0,0,0,0,0,0.000000,64,-62,2349,18,80
3162,118,204,9,1,True,2024-10-27T16:00:00Z,0,3,26,90,0,0,0,3,0,0,1,0,0,0,0,0.000000,64,-18,2336,26,44
3163,118,211,8,9,False,2024-11-03T16:00:00Z,0,1,27,89,1,0,1,0,0,0,0,0,0,3,0,0.000000,64,14,2344,56,42
3164,118,220,15,1,True,2024-11-10T16:00:00Z,2,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,86,2438,113,27
3165,118,232,16,0,False,2024-11-23T16:00:00Z,5,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-1,2435,66,67
3166,118,236,10,0,True,2024-12-01T16:00:00Z,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,116,2561,182,66
3167,48,2,1,0,True,2024-04-01T12:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,663,0,0
3168,48,15,2,0,False,2024-04-07T17:15:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,31,816,43,12
