,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,value,transfers_balance,selected,transfers_in,transfers_out
187,276,73,15,5,False,2024-05-20T17:15:00Z,3,2,9,90,0,1,0,3,0,0,0,0,0,0,0,0.000000,64,-702,16040,58,760
188,276,78,7,0,True,2024-05-26T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-480,15134,63,543
189,276,92,3,1,True,2024-06-02T17:15:00Z,1,1,11,14,0,0,0,1,0,0,0,0,0,0,0,0.000000,63,-1146,14470,13,1159
190,276,99,16,1,False,2024-06-30T13:00:00Z,4,2,12,22,0,0,0,2,0,0,0,0,0,0,0,0.000000,63,-402,14073,35,437
191,276,107,10,14,True,2024-07-07T17:15:00Z,2,1,13,63,1,1,1,0,0,0,0,0,0,3,0,0.000000,63,-265,13830,35,300
192,276,109,13,5,False,2024-07-12T17:00:00Z,4,1,14,90,0,1,0,4,0,0,0,0,0,0,0,0.000000,63,907,14778,962,55
193,276,125,3,2,False,2024-07-27T16:00:00Z,2,2,16,82,0,0,0,2,0,0,0,0,0,0,0,0.000000,64,149,15860,441,292
194,276,136,15,3,True,2024-08-04T17:15:00Z,1,0,17,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,64,247,16144,444,197
195,276,140,6,1,False,2024-08-11T15:00:00Z,1,0,18,55,0,0,0,1,0,0,0,0,0,0,0,0.000000,65,-7,16128,292,299
196,276,150,16,0,True,2024-08-18T17:15:00Z,2,1,19,25,0,0,0,1,0,0,1,0,0,0,0,0.000000,66,1810,19064,1975,165
197,276,124,8,21,True,2024-08-21T17:00:00Z,4,0,19,79,3,0,1,0,0,0,0,0,0,3,0,0.000000,66,1810,19064,1975,165
198,276,158,10,6,False,2024-08-25T17:15:00Z,1,3,20,90,0,1,0,1,0,0,0,0,0,1,0,0.000000,66,680,18647,1061,381
199,276,166,9,0,True,2024-09-01T15:00:00Z,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,67,-480,18159,552,1032
200,276,171,8,2,False,2024-09-15T17:15:00Z,1,1,22,71,0,0,0,1,0,0,0,0,0,0,0,0.000000,67,-986,16208,131,1117
201,276,182,5,10,True,2024-09-22T15:00:00Z,4,0,23,74,1,0,1,0,0,0,0,0,0,2,0,0.000000,67,370,17650,704,334
202,276,190,12,3,False,2024-09-29T17:15:00Z,0,1,24,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,68,368,17988,556,188
203,276,198,2,7,True,2024-10-20T12:30:00Z,1,2,25,90,1,0,0,2,0,0,0,0,0,0,0,0.000000,68,149,18137,388,239
204,276,201,1,2,False,2024-10-28T18:00:00Z,2,3,26,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,69,81,18248,221,140
205,276,214,14,3,True,2024-11-03T18:15:00Z,1,0,27,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,70,596,18905,737,141
206,276,219,4,7,False,2024-11-10T16:00:00Z,0,2,28,72,0,1,1,0,0,0,0,0,0,1,0,0.000000,70,95,18934,305,210
207,276,230,13,3,True,2024-11-23T16:00:00Z,1,1,29,76,0,0,1,0,0,0,0,0,0,0,0,0.000000,71,371,19400,478,107
208,276,237,7,10,False,2024-12-01T16:00:00Z,0,4,30,90,1,0,1,0,0,0,0,0,0,2,0,0.000000,71,-303,18760,154,457
209,77,6,15,2,False,2024-04-01T15:00:00Z,2,4,1,68,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,0,2689,0,0
210,77,15,3,2,True,2024-04-07T17:15:00Z,0,2,2,61,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,-72,2693,89,161
211,77,17,16,1,False,2024-04-14T12:30:00Z,1,1,3,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,60,-90,2604,61,151
212,77,24,4,3,True,2024-04-17T16:00:00Z,1,0,3,73,0,0,1,0,0,0,0,0,0,0,0,0.000000,60,-90,2604,61,151
213,77,27,10,11,True,2024-04-21T15:00:00Z,2,0,4,90,1,0,1,0,0,0,0,0,0,3,0,0.000000,60,-578,2029,51,629
214,77,36,6,3,False,2024-04-28T15:00:00Z,0,0,5,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,60,253,2307,463,210
215,77,42,11,4,True,2024-05-04T16:00:00Z,3,0,6,90,0,1,1,0,0,1,0,0,0,0,0,0.000000,60,-145,2174,191,336
216,77,57,8,2,False,2024-05-12T17:15:00Z,0,2,7,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,60,-7,2175,153,160
217,77,59,12,9,True,2024-05-16T16:00:00Z,2,1,8,89,1,0,1,0,0,0,1,0,0,2,0,0.000000,60,-50,2128,142,192
218,77,68,7,2,False,2024-05-20T15:00:00Z,2,2,9,69,0,0,0,2,0,0,0,0,0,0,0,0.000000,60,291,2424,372,81
219,77,81,9,2,True,2024-05-26T17:15:00Z,1,3,10,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,60,160,2485,253,93
220,77,82,7,4,True,2024-05-29T17:00:00Z,2,1,10,74,0,0,0,1,0,0,0,0,0,2,0,0.000000,60,160,2485,253,93
221,77,85,4,2,False,2024-06-01T16:00:00Z,1,2,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,-85,2501,41,126
222,77,95,14,3,True,2024-06-28T17:00:00Z,0,0,12,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,61,45,2546,188,143
223,77,101,1,2,False,2024-07-07T12:30:00Z,5,1,13,80,0,0,0,4,0,0,0,0,0,0,0,0.000000,61,-145,2403,80,225
224,77,115,5,2,True,2024-07-13T17:15:00Z,1,1,14,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,61,69,2479,162,93
225,77,118,13,2,False,2024-07-20T16:00:00Z,1,1,15,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,61,-23,2449,93,116
226,77,138,14,2,False,2024-08-04T15:00:00Z,2,3,17,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,60,-93,1959,13,106
227,77,146,3,3,False,2024-08-18T12:30:00Z,0,4,19,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,59,-46,1707,35,81
228,77,161,13,2,True,2024-09-01T17:15:00Z,1,3,21,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,59,-38,1577,39,77
229,77,174,12,2,False,2024-09-15T15:00:00Z,2,2,22,79,0,0,0,2,0,0,0,0,0,0,0,0.000000,59,65,1629,113,48
230,77,154,6,3,True,2024-09-18T17:00:00Z,2,0,22,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,59,65,1629,113,48
231,77,177,1,9,True,2024-09-22T12:30:00Z,4,1,23,90,1,0,0,1,0,0,0,0,0,2,0,0.000000,59,-50,1594,9,59
232,77,186,5,3,False,2024-09-28T16:00:00Z,0,1,24,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,59,-18,1575,22,40
233,77,198,11,10,False,2024-10-20T12:30:00Z,1,2,25,90,1,0,0,1,0,0,0,0,0,3,0,0.000000,59,-15,1562,25,40
234,77,202,15,11,True,2024-10-27T18:15:00Z,4,0,26,90,1,0,1,0,0,0,0,0,0,3,0,0.000000,59,196,1774,204,8
235,77,213,10,3,False,2024-11-03T16:00:00Z,0,3,27,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,60,664,2508,682,18
236,77,218,8,2,True,2024-11-09T17:00:00Z,2,1,28,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,214,2684,272,58
237,77,228,9,2,False,2024-11-23T16:00:00Z,2,1,29,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,61,-139,2484,65,204
238,77,234,16,1,True,2024-12-01T16:00:00Z,1,1,30,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,60,-179,2229,22,201
239,85,8,6,2,False,2024-04-02T17:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,0,12179,0,0
240,85,11,9,2,True,2024-04-07T15:00:00Z,0,1,2,81,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,122,12620,490,368
241,85,20,11,1,False,2024-04-14T15:00:00Z,1,0,3,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,-32,12652,295,327
242,85,24,2,2,False,2024-04-17T16:00:00Z,1,0,3,85,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,-32,12652,295,327
243,85,26,14,2,True,2024-04-21T12:30:00Z,0,1,4,62,0,0,0,1,0,0,0,0,0,0,0,0.000000,60,-2074,10563,59,2133
244,85,37,8,1,False,2024-04-28T15:00:00Z,1,1,5,21,0,0,0,0,0,0,0,0,0,0,0,0.000000,60,-1584,8982,28,1612
245,85,45,7,0,False,2024-05-05T15:00:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,59,-1526,7464,20,1546
246,85,52,5,1,True,2024-05-12T15:00:00Z,2,2,7,27,0,0,0,0,0,0,0,0,0,0,0,0.000000,59,-846,6627,7,853
247,85,64,13,8,False,2024-05-16T16:00:00Z,1,7,8,31,1,1,0,1,0,0,0,0,0,0,0,0.000000,59,-590,6033,5,595
248,85,66,1,1,True,2024-05-20T15:00:00Z,1,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0.000000,58,-260,5779,21,281
249,85,80,16,1,False,2024-05-26T15:00:00Z,3,0,10,21,0,0,0,1,0,0,0,0,0,0,0,0.000000,58,-240,5404,7,247
250,85,85,2,1,True,2024-06-01T16:00:00Z,1,2,11,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,58,-223,5323,7,230
251,85,93,12,0,False,2024-06-27T17:00:00Z,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-270,5052,8,278
252,85,102,15,1,True,2024-07-07T15:00:00Z,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-236,4819,0,236
253,85,112,10,1,False,2024-07-13T15:00:00Z,1,2,14,32,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-84,4734,3,87
254,85,120,3,1,True,2024-07-21T15:00:00Z,0,1,15,30,0,0,0,1,0,0,0,0,0,0,0,0.000000,57,-81,4649,5,86
255,85,134,16,1,True,2024-08-04T15:00:00Z,3,3,17,88,0,0,0,3,0,0,1,0,0,0,0,0.000000,57,-55,4521,0,55
256,85,139,5,2,False,2024-08-10T14:00:00Z,0,1,18,61,0,0,1,0,0,0,0,0,0,0,0,0.000000,57,-22,4499,4,26
257,85,147,10,1,True,2024-08-18T15:00:00Z,1,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-16,4479,16,32
258,85,157,9,1,False,2024-08-25T15:00:00Z,3,0,20,20,0,0,0,1,0,0,0,0,0,0,0,0.000000,57,-32,4454,7,39
259,85,163,12,0,True,2024-09-01T15:00:00Z,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-31,4422,4,35
260,85,169,1,0,False,2024-09-13T17:00:00Z,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-48,4367,3,51
261,85,179,8,1,True,2024-09-21T16:00:00Z,5,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-43,4331,0,43
262,85,192,14,1,False,2024-09-29T12:30:00Z,1,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-19,4311,2,21
263,85,194,13,1,True,2024-10-20T15:00:00Z,0,2,25,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-8,4305,6,14
264,85,203,7,1,True,2024-10-27T16:00:00Z,1,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-10,4294,2,12
265,85,215,15,0,False,2024-11-03T16:00:00Z,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-6,4289,5,11
266,85,219,11,1,True,2024-11-10T16:00:00Z,0,2,28,7,0,0,0,0,0,0,0,0,0,0,0,0.000000,57,-22,4267,0,22
267,85,225,3,1,False,2024-11-23T16:00:00Z,1,0,29,13,0,0,0,1,0,0,0,0,0,0,0,0.000000,57,-9,4250,1,10
268,85,235,6,0,True,2024-12-01T16:00:00Z,0,2,30,29,0,0,0,0,0,0,1,0,0,0,0,0.000000,57,-6,4243,6,12
269,227,4,14,1,True,2024-04-01T15:00:00Z,4,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0.000000,110,0,26126,0,0
270,227,11,4,0,False,2024-04-07T15:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-17008,9762,36,17044
271,227,18,7,0,True,2024-04-14T15:00:00Z,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-3015,6762,18,3033
272,227,25,10,0,True,2024-04-17T16:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-3015,6762,18,3033
273,227,33,1,0,False,2024-04-21T17:15:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-271,6568,279,550
274,227,38,5,3,True,2024-04-28T15:00:00Z,2,1,5,59,0,1,0,0,0,0,1,0,0,0,0,0.000000,109,494,7092,763,269
275,227,47,12,5,False,2024-05-05T15:00:00Z,3,1,6,74,1,0,0,1,0,0,1,0,0,0,0,0.000000,110,3795,10910,3927,132
276,227,50,11,2,True,2024-05-11T16:00:00Z,2,2,7,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,111,1407,12325,1460,53
277,227,62,10,6,False,2024-05-16T16:00:00Z,0,4,8,78,0,1,1,0,0,0,0,0,0,1,0,0.000000,111,-90,12233,368,458
278,227,70,13,1,True,2024-05-20T15:00:00Z,2,4,9,90,0,0,0,4,0,0,1,0,0,0,0,0.000000,111,368,12625,674,306
279,227,81,2,2,False,2024-05-26T17:15:00Z,1,3,10,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,110,-2175,9443,75,2250
280,227,86,16,8,True,2024-06-02T12:30:00Z,2,2,11,63,1,0,0,2,0,0,0,0,0,2,0,0.000000,110,-152,10380,238,390
281,227,98,15,0,False,2024-06-28T19:15:00Z,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,110,-1737,8613,126,1863
282,227,106,8,0,True,2024-07-07T15:00:00Z,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-1335,7315,4,1339
283,227,110,3,0,False,2024-07-13T15:00:00Z,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-498,6818,2,500
284,227,123,6,0,True,2024-07-20T18:15:00Z,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-218,6598,0,218
285,227,131,16,0,False,2024-07-28T17:15:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-153,6451,0,153
286,227,141,8,0,False,2024-08-11T17:15:00Z,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-59,6290,0,59
287,227,157,4,0,True,2024-08-25T15:00:00Z,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-72,6167,0,72
288,227,166,11,0,False,2024-09-01T15:00:00Z,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-44,6123,1,45
289,227,172,3,0,True,2024-09-14T16:00:00Z,6,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-34,6091,5,39
290,227,149,7,0,False,2024-09-18T16:00:00Z,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-34,6091,5,39
291,227,180,6,0,False,2024-09-23T17:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-20,6069,3,23
292,227,188,15,0,True,2024-09-28T12:00:00Z,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-15,6057,0,15
293,227,197,12,0,True,2024-10-19T14:00:00Z,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-18,6037,6,24
294,227,204,5,0,False,2024-10-27T16:00:00Z,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-11,6029,1,12
295,227,212,1,0,True,2024-11-03T16:00:00Z,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-11,6017,0,11
296,227,223,13,0,False,2024-11-10T16:00:00Z,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-15,6003,1,16
297,227,228,2,0,True,2024-11-23T16:00:00Z,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-8,5991,0,8
298,227,240,14,0,False,2024-12-01T16:00:00Z,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,108,-11,5981,0,11
299,55,6,15,10,False,2024-04-01T15:00:00Z,2,4,1,82,1,1,0,2,0,0,0,0,0,1,0,0.000000,115,0,32263,0,0
300,55,15,3,2,True,2024-04-07T17:15:00Z,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,116,3407,38697,3426,19
301,55,17,16,2,False,2024-04-14T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,117,993,40248,1061,68
302,55,24,4,5,True,2024-04-17T16:00:00Z,1,0,3,90,0,1,1,0,0,0,0,0,0,0,0,0.000000,117,993,40248,1061,68
303,55,27,10,5,True,2024-04-21T15:00:00Z,2,0,4,70,0,1,1,0,0,0,0,0,0,0,0,0.000000,117,4,40427,288,284
304,55,36,6,-2,False,2024-04-28T15:00:00Z,0,0,5,26,0,0,0,0,0,0,0,1,0,0,0,0.000000,117,-418,40163,207,625
305,55,42,11,0,True,2024-05-04T16:00:00Z,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,116,-15256,24881,18,15274
306,55,57,8,0,False,2024-05-12T17:15:00Z,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,115,-2247,22702,43,2290
307,55,59,12,5,True,2024-05-16T16:00:00Z,2,1,8,45,1,0,0,1,0,0,0,0,0,0,0,0.000000,115,411,23168,1169,758
308,55,68,7,6,False,2024-05-20T15:00:00Z,2,2,9,69,1,0,0,2,0,0,0,0,0,0,0,0.000000,115,2567,25776,2764,197
309,55,81,9,2,True,2024-05-26T17:15:00Z,1,3,10,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,116,4938,32715,4983,45
310,55,82,7,2,True,2024-05-29T17:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,116,4938,32715,4983,45
311,55,85,4,1,False,2024-06-01T16:00:00Z,1,2,11,59,0,0,0,1,0,0,0,0,0,0,0,0.000000,116,549,31243,864,315
312,55,95,14,2,True,2024-06-28T17:00:00Z,0,0,12,64,0,0,1,0,0,0,0,0,0,0,0,0.000000,116,-581,30653,286,867
313,55,101,1,1,False,2024-07-07T12:30:00Z,5,1,13,45,0,0,0,2,0,0,0,0,0,0,0,0.000000,115,-915,29774,171,1086
314,55,115,5,1,True,2024-07-13T17:15:00Z,1,1,14,33,0,0,0,1,0,0,0,0,0,0,0,0.000000,115,-527,29264,200,727
315,55,118,13,2,False,2024-07-20T16:00:00Z,1,1,15,71,0,0,1,0,0,0,0,0,0,0,0,0.000000,115,-807,28401,172,979
316,55,138,14,9,False,2024-08-04T15:00:00Z,2,3,17,73,1,0,0,1,0,0,0,0,0,3,0,0.000000,114,-574,24544,105,679
317,55,146,3,5,False,2024-08-18T12:30:00Z,0,4,19,26,1,0,0,0,0,0,0,0,0,0,0,0.000000,114,132,24616,470,338
318,55,161,13,1,True,2024-09-01T17:15:00Z,1,3,21,45,0,0,0,2,0,0,0,0,0,0,0,0.000000,114,1307,25684,1629,322
319,55,174,12,1,False,2024-09-15T15:00:00Z,2,2,22,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,114,528,27100,1088,560
320,55,154,6,2,True,2024-09-18T17:00:00Z,2,0,22,82,0,0,1,0,0,0,0,0,0,0,0,0.000000,114,528,27100,1088,560
321,55,177,1,1,True,2024-09-22T12:30:00Z,4,1,23,24,0,0,0,0,0,0,0,0,0,0,0,0.000000,114,-1308,24855,32,1340
322,55,186,5,1,False,2024-09-28T16:00:00Z,0,1,24,28,0,0,0,0,0,0,0,0,0,0,0,0.000000,114,-1192,23667,31,1223
323,55,198,11,1,False,2024-10-20T12:30:00Z,1,2,25,4,0,0,0,0,0,0,0,0,0,0,0,0.000000,113,-914,22766,16,930
324,55,202,15,5,True,2024-10-27T18:15:00Z,4,0,26,17,1,0,0,0,0,0,0,0,0,0,0,0.000000,113,-346,22432,30,376
325,55,213,10,1,False,2024-11-03T16:00:00Z,0,3,27,9,0,0,0,0,0,0,0,0,0,0,0,0.000000,113,-144,22305,66,210
326,55,218,8,1,True,2024-11-09T17:00:00Z,2,1,28,15,0,0,0,0,0,0,0,0,0,0,0,0.000000,113,-349,21946,15,364
327,55,228,9,1,False,2024-11-23T16:00:00Z,2,1,29,12,0,0,0,0,0,0,0,0,0,0,0,0.000000,112,-230,21707,12,242
328,55,234,16,1,True,2024-12-01T16:00:00Z,1,1,30,21,0,0,0,0,0,0,0,0,0,0,0,0.000000,112,-130,21575,5,135
329,146,8,4,0,True,2024-04-02T17:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,1266,0,0
330,146,10,7,0,False,2024-04-07T12:30:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,2,1398,26,24
331,146,23,14,0,True,2024-04-16T17:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-14,1400,13,27
332,146,31,13,0,False,2024-04-21T15:00:00Z,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,22,1440,102,80
333,146,36,2,0,True,2024-04-28T15:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-42,1399,24,66
334,146,44,5,0,False,2024-05-05T15:00:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-80,1322,13,93
335,146,53,3,0,True,2024-05-12T15:00:00Z,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-56,1265,0,56
336,146,63,11,0,False,2024-05-16T16:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-47,1218,0,47
337,146,67,10,0,True,2024-05-20T15:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-47,1172,0,47
338,146,74,1,0,False,2024-05-24T17:00:00Z,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-17,1046,0,17
339,146,88,12,0,True,2024-06-02T15:00:00Z,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-18,1136,0,18
340,146,94,8,0,False,2024-06-27T19:15:00Z,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-85,1049,0,85
341,146,104,16,0,True,2024-07-07T15:00:00Z,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-17,1035,0,17
342,146,116,15,0,False,2024-07-13T20:00:00Z,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-13,1020,0,13
343,146,123,9,0,False,2024-07-20T18:15:00Z,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-32,983,0,32
344,146,126,1,0,True,2024-07-27T14:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-43,947,0,43
345,146,133,3,0,False,2024-08-04T15:00:00Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-9,938,0,9
346,146,140,11,0,True,2024-08-11T15:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-11,927,0,11
347,146,148,15,0,True,2024-08-18T15:00:00Z,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-21,900,0,21
348,146,164,8,0,True,2024-08-30T17:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-32,848,0,32
349,146,176,16,0,False,2024-09-14T14:00:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-20,811,0,20
350,146,154,2,0,False,2024-09-18T17:00:00Z,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-20,811,0,20
351,146,180,9,0,True,2024-09-23T17:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-19,808,0,19
352,146,189,10,0,False,2024-09-29T15:00:00Z,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-10,798,0,10
353,146,195,5,0,True,2024-10-20T15:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-3,796,0,3
354,146,206,12,0,False,2024-10-27T16:00:00Z,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,796,0,0
355,146,210,13,0,True,2024-11-03T16:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-3,793,0,3
356,146,224,14,0,False,2024-11-10T16:00:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-2,791,0,2
357,146,226,7,0,True,2024-11-23T16:00:00Z,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,791,0,0
358,146,235,4,0,False,2024-12-01T16:00:00Z,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-1,786,0,1
359,258,1,5,7,True,2024-03-31T16:00:00Z,1,2,1,90,1,0,0,2,0,0,0,0,0,0,0,0.000000,40,0,4630,0,0
360,258,13,13,5,False,2024-04-07T15:00:00Z,0,1,2,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,40,887,6427,948,61
361,258,19,12,1,True,2024-04-14T15:00:00Z,2,2,3,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,40,692,7287,730,38
362,258,25,9,2,False,2024-04-17T16:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,40,692,7287,730,38
363,258,27,2,1,False,2024-04-21T15:00:00Z,2,0,4,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,41,810,8084,1104,294
364,258,41,16,1,True,2024-04-28T17:15:00Z,3,3,5,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,41,303,8423,555,252
365,258,46,3,1,True,2024-05-05T15:00:00Z,0,2,6,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,41,444,8887,681,237
366,258,56,15,0,False,2024-05-12T15:00:00Z,4,0,7,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,41,-27,8878,185,212
367,258,62,9,-4,True,2024-05-16T16:00:00Z,0,4,8,30,0,0,0,4,0,0,0,1,0,0,0,0.000000,41,-90,8798,232,322
368,258,67,6,0,False,2024-05-20T15:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,41,-793,8006,38,831
369,258,77,8,1,True,2024-05-26T15:00:00Z,2,1,10,18,0,0,0,1,0,0,0,0,0,0,0,0.000000,41,-271,6585,29,300
370,258,90,14,1,False,2024-06-02T15:00:00Z,1,1,11,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,41,-127,7632,29,156
371,258,96,7,2,True,2024-06-28T17:00:00Z,1,1,12,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,41,-148,7431,27,175
372,258,107,11,0,False,2024-07-07T17:15:00Z,2,1,13,82,0,0,0,2,0,0,1,0,0,0,0,0.000000,41,-112,7375,26,138
373,258,112,4,1,True,2024-07-13T15:00:00Z,1,2,14,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,40,-159,7215,12,171
